,taxpayer_id,first_name,last_name,birth_date,ssn,filing_status,address,city,state,zip_code,email,phone_number,employer_name,employer_address,job_title,employment_start_date,employment_end_date,tax_return_id,tax_year,filing_date,return_type,income_source,income_frequency,taxable_amount,deduction_category,deduction_description,credit_description,credit_eligibility,payment_date,payment_method,refund_date,refund_reason,amount_owed_due_date,amount_owed_reason,property_type,property_value,mortgage_interest_paid,taxpayer_occupation,previous_year_income,state_tax_refund,local_tax_refund,estimated_tax_payments_made,tax_liability
48,49,Hunter,Harmon,1988-09-18,552-60-9329,Qualifying Widow(er) with Dependent Child,72723 Bell Fords,Lake Daniellebury,AS,81782,billymonroe@example.com,(834)920-6071x4468,Miller-Mcgrath,"24872 Mendez Views Suite 746
Lake Renee, NV 77991",Insurance risk surveyor,2022-06-08,,49,2004,2024-02-07,Individual,Royalties,Monthly,37274,Other,Those game politics morning town few.,Despite new water foot so.,Not Eligible,2024-03-05,Cash,2024-02-09,Miscellaneous,2024-05-16,Late Filing,Multi-family,812000,34814,Health physicist,11727,2821,8126,5159,72910
49,50,Eileen,Martin,1966-01-16,475-08-7923,Married Filing Separately,545 James Port,South Nicoleshire,AR,30040,brian70@example.org,+1-484-851-6823x9534,Peters-King,"17707 Perry Keys Suite 294
Mccormickton, MI 41734",Clinical biochemist,2023-12-05,,50,1984,2024-05-18,Head of Household,Other,Yearly,92786,State Taxes Paid,Chair in authority. Its thus your practice.,Experience short actually friend.,Eligible,2024-02-12,Wire Transfer,2024-06-02,Adjustment,2024-04-23,Late Filing,Home,969457,78228,Recruitment consultant,7522,3629,1704,1425,10624
50,51,Bill,Ward,2003-04-28,550-91-8049,Married Filing Jointly,1117 Jessica Coves Suite 801,New Hannahberg,NV,33282,andrea81@example.com,+1-500-386-5011x4299,Edwards Ltd,"03435 Jeffrey Meadows Suite 319
East Benjamin, VT 85986",Insurance claims handler,2024-07-03,,51,1971,2024-02-28,Corporation,Investment Income,Monthly,72521,Charitable Contributions,Or attorney actually dinner space worry.,Step account feeling hundred team election.,Eligible,2024-01-22,Direct Deposit,2024-03-31,Account Correction,2024-06-23,Penalty,Home,57317,66509,"Journalist, magazine",51549,5787,2877,8723,16683
51,52,Larry,Brown,1947-10-01,842-93-8731,Married Filing Jointly,8352 Deanna Keys,New Shannon,NJ,52893,stevendodson@example.net,001-419-886-3567x28578,Brown-Estrada,"98425 Martinez Rapids
Brewerhaven, IN 41629",Quality manager,2022-03-03,2020-02-26,52,2011,2024-05-03,Partnership,Consulting Fees,Monthly,85318,Charitable Contributions,Movement machine page method woman share entire.,Thought prevent long amount report.,Not Eligible,2024-07-22,Wire Transfer,2024-03-25,Account Correction,2024-01-25,Amended Return,Rental,118023,20679,Broadcast presenter,97282,1234,1397,6673,88598
52,53,Edward,Griffin,1958-09-05,642-19-0338,Married Filing Jointly,7964 Harper Fields Apt. 780,Sherylborough,IN,43224,boydmelanie@example.net,(914)580-0451x39961,Walton-Barnett,"652 Taylor Light Apt. 739
Michaelborough, NY 69315","Librarian, public",2022-06-15,2020-09-17,53,1977,2024-05-23,Head of Household,Consulting Fees,Yearly,64301,Health,Pass high think think.,Look involve statement degree need move.,Eligible,2024-04-27,PayPal,2024-03-28,Adjustment,2024-04-30,Amended Return,Rental,994912,45633,Medical laboratory scientific officer,99771,5215,5613,1176,81429
53,54,Anthony,Andrews,1992-12-22,405-97-1234,Married Filing Jointly,10613 Kevin River Apt. 639,New Markbury,CT,66547,williamsadam@example.org,+1-359-920-1421x836,Walker-Huynh,"70667 Crystal Port Apt. 405
Donnaview, CO 36966",Paramedic,2020-01-05,,54,2006,2024-03-29,Business,Annuities,Monthly,18069,Investment Expenses,Especially chance argue individual.,Fish close by group decade surface increase.,Eligible,2024-06-13,Check,2024-03-27,Adjustment,2024-03-01,Additional Tax Liability,Land,378218,51763,Sports coach,56668,8473,9588,3556,52160
54,55,Dorothy,Brown,1986-03-06,701-41-4895,Married Filing Separately,229 Steven Corners,East Gregory,MP,38152,jessesilva@example.net,859.461.8741,Poole-Jones,"6772 Robert Walks Apt. 855
Lake Jason, MD 17349",Food technologist,2024-04-01,,55,1974,2024-07-04,Amended,Salary,Monthly,87554,Education,Ten discover enter protect spring race.,Itself baby carry front bill cause.,Eligible,2024-06-10,Google Pay,2024-01-17,Payment Error,2024-05-26,Interest,Home,85556,31023,"Physicist, medical",41949,7256,6178,9647,83441
55,56,Ethan,Douglas,1969-12-19,790-93-9986,Married Filing Jointly,766 Leroy Plains,South Caleb,VI,16196,ybutler@example.net,849-544-4722,Patel Group,"38885 Ryan Wells Suite 611
North Lisa, WA 32001",Ergonomist,2021-06-11,2021-01-18,56,2007,2024-01-13,Amended,Grants,Yearly,71164,State Taxes Paid,Fill truth after day book allow doctor.,Model radio nature public tonight.,Eligible,2024-05-30,Credit Card,2024-06-02,Duplicate Payment,2024-01-12,Penalty,Industrial,447994,92618,Financial trader,87746,1080,5355,2086,33334
56,57,Christopher,Watson,1965-03-26,141-57-1614,Qualifying Widow(er) with Dependent Child,6401 Nelson Circles Suite 568,Cookville,AK,92912,nancy94@example.net,001-770-778-1075x80645,Lutz LLC,"687 Amy Mills
New Marymouth, MP 57536",Financial adviser,2022-12-16,2023-01-06,57,2011,2024-01-06,Head of Household,Business,Yearly,37941,State Taxes Paid,Between body social hear.,Executive reality quite picture.,Eligible,2024-01-13,Google Pay,2024-03-02,Duplicate Payment,2024-04-28,Late Payment,Multi-family,719888,51669,Animal nutritionist,10535,2442,6263,9265,36594
57,58,Dustin,Preston,2005-09-24,396-12-1130,Married Filing Jointly,60676 Walker Branch Apt. 675,Camposland,AL,11786,bmiller@example.org,(237)458-2999x5344,Walsh-Baker,"PSC 7152, Box 4673
APO AA 98809",Quantity surveyor,2022-03-09,2020-04-06,58,2009,2024-06-28,Amended,Pensions,Yearly,32765,Moving Expenses,Staff early tough traditional can anything.,Information back one create wife resource.,Not Eligible,2024-06-24,Apple Pay,2024-04-18,Penalty Adjustment,2024-01-09,Penalty,Land,396192,62567,Insurance risk surveyor,46145,3160,380,202,32811
58,59,Kim,Lopez,1994-01-10,745-38-8828,Head of Household,1500 Blake Run Suite 220,Simsmouth,LA,14231,pflores@example.org,001-303-761-1613x49468,Snyder-Webb,"014 Morris Fork
Andreaside, NH 95437",Public affairs consultant,2021-01-25,2022-07-10,59,2010,2024-04-14,Corporation,Unemployment Benefits,Monthly,68359,State Taxes Paid,Make everyone season middle social.,Theory adult agent west.,Not Eligible,2024-05-20,Direct Deposit,2024-03-26,Error,2024-06-23,Amended Return,Investment,893716,41650,"Engineer, civil (contracting)",70952,7543,5084,8911,21706
59,60,Emily,Ellison,1972-01-28,350-47-0063,Head of Household,47362 Brittany Haven Apt. 398,Ochoastad,MD,36614,kristythompson@example.org,(222)471-8457x578,Walsh-Frazier,"450 Katrina Road Apt. 128
Randallfurt, FL 06421",Insurance broker,2021-09-03,,60,1978,2024-04-07,Partnership,Pensions,Yearly,98396,Moving Expenses,Beyond read even available action building.,Bed information voice turn human challenge.,Not Eligible,2024-07-10,Digital Wallet,2024-04-06,Payment Error,2024-07-11,Underpayment,Multi-family,77633,29672,Naval architect,90580,2645,9648,4077,51168
60,61,Nicole,Landry,1984-11-23,146-57-6020,Married Filing Separately,977 Michael Ridges Suite 645,West Cassandraport,VI,64881,joseph50@example.com,+1-210-359-3538x64250,Hughes-Hall,"Unit 9421 Box 5767
DPO AP 98832",Contractor,2023-02-25,2022-07-30,61,2000,2024-04-10,Joint,Rent from Personal Property,Yearly,17733,Retirement Contributions,Those or thus start whatever network.,Nearly left nothing center American respond that.,Not Eligible,2024-02-12,Apple Pay,2024-07-20,Miscellaneous,2024-04-04,Adjustment,Multi-family,481362,59059,Occupational psychologist,55122,6338,3737,909,66798
61,62,Andrew,Roberts,1979-11-05,470-34-4249,Head of Household,739 Franklin Avenue Suite 086,Cassandrashire,IN,59284,smithstephanie@example.org,(310)947-4135x29555,"Dean, Lopez and Moore","937 Ashlee Rest
North Melinda, IN 25916","Engineer, manufacturing systems",2021-07-10,2022-07-21,62,1983,2024-03-25,Partial Year Resident,Freelance Income,Yearly,34592,Retirement Contributions,Magazine soldier care thought simple.,Outside water item.,Not Eligible,2024-05-13,Direct Deposit,2024-04-12,Miscellaneous,2024-05-05,Late Filing,Commercial,593709,42971,Fast food restaurant manager,11987,9729,1165,1269,77636
62,63,William,Robinson,1975-03-05,807-62-6584,Head of Household,77976 Richard Tunnel Suite 554,Parrishtown,DC,88658,angela77@example.org,413.482.8917x5522,"Vaughan, Woods and Johnson","26836 Barry Lakes
North Markville, NJ 89596",Geoscientist,2021-07-16,,63,2005,2024-03-22,Final Return,Rent from Personal Property,Yearly,23807,Home Office,Develop Republican pay street young.,From firm education green order.,Eligible,2024-04-12,Bank Transfer,2024-06-04,Miscellaneous,2024-03-16,Amended Return,Commercial,537066,96992,Company secretary,30659,8446,5542,3819,22755
63,64,Richard,Martinez,1971-04-11,356-78-2442,Qualifying Widow(er) with Dependent Child,992 Torres Lake,Lake Kimberlyfort,ME,92432,bakercrystal@example.net,(472)580-0614x878,Bullock Ltd,"591 Penny Route Suite 853
Gillespieland, NY 06445","Administrator, charities/voluntary organisations",2021-06-06,2021-06-09,64,1974,2024-06-04,Corporation,Licensing Fees,Monthly,77825,Moving Expenses,Challenge people share indicate surface.,Agency owner drop whatever.,Eligible,2024-07-28,Money Order,2024-07-08,Refundable Credit,2024-08-01,Underpayment,Vacation,731802,53304,Early years teacher,33900,1488,3155,6257,2033
64,65,Stacey,Burke,2003-04-03,169-67-7472,Head of Household,579 Stephanie Stream,Port Kevinview,WA,59378,reesealexandria@example.org,955-548-0716x3899,"Williams, Lam and Lewis","96223 Jessica Courts Apt. 986
East Anthony, AR 83054","Pilot, airline",2020-04-27,,65,2013,2024-02-08,Partial Year Resident,Unemployment Benefits,Yearly,6174,Childcare Expenses,Whatever foot even join already.,Exist foot about high operation truth.,Eligible,2024-02-23,Digital Wallet,2024-01-27,Payment Error,2024-01-02,Late Filing,Land,688146,36407,Holiday representative,76378,2173,8131,3150,51469
65,66,Gary,Noble,1987-02-12,070-97-5335,Single,5021 Sarah Ports,Mannhaven,NJ,65403,shawnking@example.com,508-561-7817,"Campbell, Johnson and Evans","Unit 8705 Box 5366
DPO AA 12267","Pilot, airline",2020-05-25,2021-10-21,66,2003,2024-02-14,Business,Business,Monthly,37208,State Taxes Paid,Doctor about bed occur pretty start threat into.,Significant night because campaign rest.,Eligible,2024-02-24,Bank Transfer,2024-02-11,Error,2024-05-08,Adjustment,Agricultural,606328,85952,Housing manager/officer,38606,3770,3423,3778,23138
66,67,Michael,Bryant,1972-10-13,032-81-6713,Qualifying Widow(er) with Dependent Child,0022 Derek Shoals Apt. 747,Sheppardberg,AR,54716,shanehunt@example.com,(486)447-4037x915,"Coleman, Sanchez and Richard","32124 Jacob Cove Apt. 457
Leonardborough, TN 82361",Youth worker,2022-11-05,,67,2018,2024-02-29,Joint,Pensions,Monthly,73040,Business Expenses,Pretty owner sea network. Radio how identify.,Appear sure trouble office recent machine front.,Not Eligible,2024-03-31,Digital Wallet,2024-04-28,Penalty Adjustment,2024-03-16,Adjustment,Other,854414,47357,Pathologist,36876,3975,8220,9912,58203
67,68,Ashley,Burgess,1999-08-22,151-48-8607,Single,478 Bridget Mission,Mosston,VA,18959,smithkimberly@example.net,4382608552,Harris-Nguyen,"51519 Sally Road
New Nicole, IL 02283",Chemical engineer,2023-11-24,,68,2014,2024-05-28,Non-Resident Alien,Annuities,Monthly,70017,Business Expenses,Quickly painting either brother by expect.,Admit charge several benefit rich.,Eligible,2024-05-31,Cash,2024-05-30,Overpayment,2024-02-22,Underpayment,Industrial,551015,49372,Advice worker,18070,3321,1537,158,31713
68,69,Bradley,Jones,1963-07-30,743-57-4755,Single,81658 Dylan Harbor Suite 269,Alexandriaberg,MH,63620,stevenwhite@example.net,001-670-561-1440,"Clay, Villegas and Frye","2659 Matthew Overpass Apt. 428
Rodriguezberg, TX 11019",Warden/ranger,2021-01-16,2024-01-29,69,1975,2024-04-10,Joint,Investment Income,Yearly,99505,Childcare Expenses,Form buy vote. Part traditional chance.,Up car nearly them audience.,Eligible,2024-01-22,Gift Card,2024-07-11,Penalty Adjustment,2024-03-22,Other,Home,847069,23764,"Engineer, civil (contracting)",85725,1137,1870,1253,19864
69,70,Desiree,Dixon,1944-11-07,253-53-1925,Single,455 Wendy Spurs Suite 927,Austinfort,VI,83328,stevensjohn@example.com,(222)942-2361x51229,Turner-Andrade,"707 Judy Fort
Natalietown, NC 54351",Chief Executive Officer,2023-12-06,,70,2019,2024-05-29,Individual,Interest Income,Monthly,28028,Investment Expenses,Computer especially above issue car bar.,Other like rest.,Not Eligible,2024-02-21,Gift Card,2024-07-30,Penalty Adjustment,2024-02-07,Interest,Rental,132302,53764,Chartered management accountant,86436,3981,9675,9160,6809
70,71,Sarah,Jones,1997-03-21,241-54-9527,Head of Household,89546 Brandon Cliff,Frankhaven,MD,59738,iwilliamson@example.org,001-931-663-9129x8132,Stevenson Inc,"470 Mcbride Summit Suite 775
South Nicoleport, AL 71082",Health and safety adviser,2021-06-25,,71,1976,2024-01-01,Business,Grants,Monthly,59216,Local Taxes Paid,Laugh forward ago organization.,Treat mind interest tell whose.,Eligible,2024-03-25,Check,2024-03-04,Error,2024-02-13,Underpayment,Home,923919,60261,"Psychologist, prison and probation services",4621,5076,6161,5760,61774
71,72,Denise,Schwartz,1945-01-16,872-81-2977,Qualifying Widow(er) with Dependent Child,280 Michael Plains,New Michaelfort,ID,55806,westrada@example.org,(276)484-5445x42625,Gonzales Group,"171 Brooke Burg
Brownmouth, OK 36972",Fish farm manager,2021-07-17,,72,1987,2024-03-15,Qualifying Widow(er) with Dependent Child,Pensions,Monthly,99390,Home Office,Everyone fight various a forward.,Answer training art easy some available.,Eligible,2024-01-26,Wire Transfer,2024-02-02,Penalty Adjustment,2024-06-24,Amended Return,Industrial,632906,52237,Hospital pharmacist,59804,9637,4751,6675,75350
72,73,Richard,Wise,1988-02-17,309-22-2430,Qualifying Widow(er) with Dependent Child,62343 Clark Fork Apt. 748,Rogersstad,MH,34297,dbecker@example.net,001-855-320-6526,Sanchez PLC,"262 Lambert Circles
West Jeffrey, ME 28932",Pharmacologist,2020-12-21,2023-01-03,73,2022,2024-04-16,Partnership,Rent from Personal Property,Yearly,18234,Charitable Contributions,Heavy speech idea everybody.,Agent political mind if son great both.,Not Eligible,2024-06-16,Gift Card,2024-03-28,Account Correction,2024-04-12,Adjustment,Agricultural,361456,66833,IT consultant,89153,9719,2196,8903,78997
73,74,Kathleen,Mahoney,1950-07-17,624-22-8803,Single,3861 Mark Mountains,Garciaport,FL,08622,teresahatfield@example.net,223-289-2468x7714,Walker-Dorsey,"458 Amy Throughway
Lake Yolandaview, MN 06209",Optometrist,2023-01-26,,74,1972,2024-02-17,Trust,Freelance Income,Yearly,98629,State Taxes Paid,Movie lay will clear interesting other.,Sister glass artist behind occur parent.,Eligible,2024-07-30,Bank Transfer,2024-05-29,Miscellaneous,2024-01-05,Amended Return,Other,108491,70678,Film/video editor,35243,9124,2685,1351,85710
74,75,James,Whitehead,2002-03-10,716-37-9722,Qualifying Widow(er) with Dependent Child,2041 Smith Pike Suite 215,Margaretshire,WI,64047,ulewis@example.com,(739)833-4974x26182,"Fields, Gonzales and Collier","630 Kathleen Crossing Apt. 848
Seanton, ID 13552",Dispensing optician,2022-07-02,,75,2001,2024-02-04,Estate,Unemployment Benefits,Monthly,55649,Charitable Contributions,Tell happy site social yard answer.,Mouth would order. Century back ask.,Eligible,2024-02-20,Check,2024-07-21,Duplicate Payment,2024-01-15,Additional Tax Liability,Investment,606078,68475,Interior and spatial designer,81496,4604,5233,6653,22793
75,76,Michael,Kim,1957-11-13,717-58-0930,Head of Household,8802 Amber Well,Brentview,FL,17560,lhawkins@example.com,(688)434-6283x3406,Rodriguez Group,"USS Mclaughlin
FPO AP 66179",Herpetologist,2021-06-10,,76,2024,2024-04-21,Individual,Other,Monthly,51190,Local Taxes Paid,Wrong open best five. Expert certain seat.,After view occur put.,Not Eligible,2024-04-08,Credit Card,2024-07-08,Incorrect Filing,2024-07-10,Amended Return,Commercial,544692,5563,Human resources officer,11215,5923,5508,5193,22456
76,77,David,Cruz,1996-11-07,592-79-0557,Qualifying Widow(er) with Dependent Child,893 Bryant Key Apt. 382,Catherinefort,IL,01021,christopher69@example.com,495-644-2711,Boyd-Myers,"81994 Juarez Flat
West Laura, NC 36550",Freight forwarder,2023-10-31,,77,1989,2024-06-15,Married Filing Separately,Salary,Yearly,62301,Education,Tend tree out close fast build parent.,Series charge out. Voice growth run understand.,Not Eligible,2024-02-19,PayPal,2024-07-27,Overpayment,2024-01-13,Late Filing,Investment,972987,55160,Artist,87517,0,927,4443,47005
77,78,Frederick,Mendoza,1990-12-15,444-76-5686,Qualifying Widow(er) with Dependent Child,17362 Love Streets,Williamton,WA,80736,kristy11@example.org,001-578-693-9363x14895,Cole LLC,"20152 Keller Divide Apt. 786
Thomastown, GU 21766",Further education lecturer,2024-01-17,,78,2010,2024-01-17,Partial Year Resident,Pensions,Monthly,92493,Retirement Contributions,Road contain skill year.,Chance after matter or despite east.,Not Eligible,2024-05-13,Digital Wallet,2024-03-22,Refundable Credit,2024-01-11,Adjustment,Agricultural,366730,91613,"Lecturer, further education",36230,7185,5746,3725,12766
78,79,Timothy,Gibson,1964-05-29,237-68-7941,Married Filing Separately,47164 Velez Falls,Port Parkermouth,MO,79319,sharonparks@example.org,001-866-446-8434x9279,"Meadows, Martin and Gutierrez","245 Sherman Manor Apt. 914
Lambertside, ND 17864",Petroleum engineer,2023-11-06,,79,1994,2024-03-12,Partnership,Licensing Fees,Monthly,59034,Business Expenses,Answer know despite the.,Financial meet life factor.,Not Eligible,2024-06-23,Direct Deposit,2024-05-15,Payment Error,2024-02-06,Adjustment,Rental,133771,6748,Equality and diversity officer,29009,7884,1769,7019,53495
79,80,Nicholas,Davis,1977-02-18,765-36-8429,Married Filing Separately,782 Angela Coves,Jenniferville,MD,42755,jorge13@example.org,(980)684-7516x76226,Harvey-Trujillo,"27472 Miles Spur Apt. 402
Bensonside, NC 00869",Equality and diversity officer,2024-03-08,2020-05-18,80,2015,2024-03-14,Individual,Unemployment Benefits,Monthly,65937,Other,Live generation quickly style I.,Culture well understand throughout face.,Eligible,2024-01-10,Digital Wallet,2024-06-10,Duplicate Payment,2024-07-15,Adjustment,Home,217222,53955,Estate agent,66580,6856,7823,5938,31175
